14575,173,4
14575,188,4
14575,196,4
14575,208,4
14575,216,4
14575,223,3
14575,225,3
14575,227,3
14575,231,3
14575,234,3
14575,253,4
14575,273,5
14575,280,5
14575,288,4
14575,292,5
14575,296,5
14575,316,5
14575,318,5
14575,329,4
14575,344,4
14575,410,4
14575,413,4
14575,421,4
14575,427,4
14575,431,4
14575,434,3
14575,553,4
14575,588,4
14575,590,5
14575,592,5
14575,595,4
14575,610,4
14575,661,5
14576,17,5
14576,25,3
14576,28,3
14576,95,3
14576,194,4
14576,207,1
14576,224,3
14576,249,3
14576,260,3
14576,265,4
14576,337,5
14576,342,3
14576,345,4
14576,349,3
14576,357,3
14576,362,3
14576,367,3
14576,377,3
14576,380,3
14576,410,3
14576,412,3
14576,454,3
14576,457,3
14576,474,4
14576,475,5
14576,497,3
14576,508,3
14576,509,4
14576,531,3
14576,589,3
14576,593,3
14576,597,2
14576,648,4
14576,728,4
14576,733,3
14576,736,4
14576,778,3
14576,780,3
14576,786,4
14576,1035,2
14576,1047,4
14576,1059,4
14576,1073,3
14576,1356,3
14576,1367,3
14577,1,4
14577,2,4
14577,6,5
14577,10,5
14577,21,4
14577,39,2
14577,50,5
14577,69,2
14577,73,5
14577,95,1
14577,104,4
14577,107,5
14577,110,5
14577,111,5
14577,145,2
14577,150,4.5
14577,153,4
14577,160,3
14577,161,5
14577,165,4
14577,173,4
14577,180,4
14577,185,3
14577,204,4
14577,208,3
14577,223,3
14577,227,3
14577,231,1
14577,260,4
14577,292,3
14577,293,4.5
14577,296,5
14577,316,4
14577,318,5
14577,327,4.5
14577,329,3
14577,338,4
14577,349,4
14577,356,4
14577,357,3
14577,362,4
14577,364,3
14577,377,3
14577,380,3
14577,432,3
14577,435,3
14577,441,5
14577,442,4.5
14577,450,3
14577,457,4
14577,480,5
14577,485,3
14577,500,2
14577,517,4
14577,527,5
14577,586,3
14577,588,3
14577,589,4
14577,590,5
14577,592,4
14577,595,4
14577,648,4
14577,720,5
14577,733,4
14577,745,5
14577,750,5
14577,780,4
14577,788,2
14577,802,4
14577,836,4
14577,866,5
14577,875,3
14577,919,4
14577,1017,4
14577,1020,4
14577,1028,4
14577,1030,2
14577,1032,5
14577,1035,5
14577,1036,5
14577,1073,5
14577,1079,3
14577,1080,4
14577,1089,2
14577,1097,3
14577,1101,4
14577,1127,5
14577,1129,3
14577,1136,5
14577,1148,5
14577,1150,5
14577,1196,4
14577,1197,5
14577,1198,5
14577,1203,5
14577,1208,5
14577,1210,5
14577,1215,3
14577,1220,4
14577,1222,3.5
14577,1223,4
14577,1240,4
14577,1246,4
14577,1249,5
14577,1261,2
14577,1265,3
14577,1270,4
14577,1276,5
14577,1282,4
14577,1288,4
14577,1289,5
14577,1291,4
14577,1348,5
14577,1356,4
14577,1367,2
14577,1370,4
14577,1371,3
14577,1372,5
14577,1373,4
14577,1374,4
14577,1376,4
14577,1377,4
14577,1380,5
14577,1391,2
14577,1396,5
14577,1425,3
14577,1466,4
14577,1479,4
14577,1500,5
14577,1517,2
14577,1527,4
14577,1544,3
14577,1552,4
14577,1556,2
14577,1573,3
14577,1580,4
14577,1584,4.5
14577,1597,4
14577,1608,4
14577,1610,5
14577,1617,5
14577,1619,5
14577,1625,5
14577,1653,5
14577,1676,4
14577,1682,4
14577,1687,3
14577,1704,4
14577,1721,3
14577,1722,4
14577,1732,4
14577,1735,4
14577,1747,4
14577,1748,5
14577,1772,4
14577,1779,3
14577,1784,3
14577,1792,4
14577,1801,4
14577,1833,2
14577,1876,3
14577,1882,2
14577,1912,4
14577,1917,2
14577,1918,3
14577,1921,3
14577,1923,3
14577,1947,5
14577,1967,1
14577,2000,4
14577,2001,4
14577,2002,4
14577,2006,4
14577,2011,4
14577,2012,4
14577,2021,3.5
14577,2040,2
14577,2046,4
14577,2054,1
14577,2058,3
14577,2059,3
14577,2081,4
14577,2082,3
14577,2094,3.5
14577,2105,4
14577,2115,3
14577,2123,2
14577,2151,3
14577,2174,4
14577,2231,5
14577,2273,4
14577,2275,5
14577,2278,5
14577,2282,3
14577,2297,5
14577,2301,3
14577,2302,4
14577,2333,2
14577,2353,2
14577,2381,3
14577,2393,4
14577,2406,2
14577,2448,1
14577,2470,4
14577,2471,4
14577,2490,4
14577,2501,4
14577,2502,4
14577,2565,5
14577,2571,5
14577,2572,4
14577,2580,4
14577,2581,3
14577,2617,3
14577,2628,4
14577,2664,3
14577,2686,4
14577,2692,5
14577,2706,4
14577,2707,3
14577,2710,1
14577,2716,3
14577,2762,3
14577,2805,3
14577,2836,4
14577,2858,5
14577,2883,4
14577,2890,4
14577,2916,3
14577,2918,2
14577,2943,4.5
14577,2947,4
14577,2953,2
14577,2959,4
14577,2976,2
14577,2987,2
14577,2989,4
14577,2990,4
14577,2997,3
14577,3000,5
14577,3033,2
14577,3039,4
14577,3052,5
14577,3053,2
14577,3070,4.5
14577,3082,3
14577,3142,5
14577,3173,3
14577,3253,5
14577,3256,4
14577,3271,5
14577,3317,4
14577,3328,5
14577,3354,2
14577,3355,1
14577,3360,4
14577,3409,2
14577,3421,4
14577,3438,4
14577,3448,5
14577,3457,3
14577,3461,4
14577,3481,5
14577,3489,4
14577,3514,2
14577,3527,3
14577,3536,4
14577,3555,5
14577,3556,4
14577,3571,4
14577,3578,5
14577,3623,2
14577,3624,4
14577,3625,5
14577,3633,2
14577,3635,4
14577,3671,4
14577,3702,4
14577,3703,4
14577,3704,4
14577,3729,4
14577,3740,5
14577,3744,4
14577,3751,5
14577,3753,4
14577,3783,5
14577,3811,5
14577,3827,4
14577,3841,4
14577,3852,4
14577,3857,1
14577,3864,1.5
14577,3910,3
14577,3915,3
14577,3946,4
14577,3948,0.5
14577,3969,4
14577,3977,2
14577,3984,4
14577,3988,3
14577,3994,2
14577,3996,5
14577,3997,2
14577,4014,5
14577,4022,3
14577,4027,4
14577,4029,4
14577,4031,4
14577,4034,4.5
14577,4084,4
14577,4166,5
14577,4178,4
14577,4214,3
14577,4225,4
14577,4226,4
14577,4235,5
14577,4238,4
14577,4277,1
14577,4306,5
14577,4321,4
14577,4343,2.5
14577,4344,3
14577,4345,4
14577,4347,4
14577,4351,5
14577,4446,4
14577,4458,4
14577,4544,3
14577,4545,4
14577,4568,2
14577,4571,4
14577,4641,3
14577,4642,4
14577,4677,3
14577,4678,4
14577,4683,3
14577,4701,4
14577,4734,2
14577,4776,4
14577,4848,4
14577,4863,1
14577,4873,4
14577,4874,4
14577,4881,4
14577,4886,5
14577,4896,4
14577,4898,3
14577,4901,4.5
14577,4963,5
14577,4973,5
14577,4974,3
14577,4975,3
14577,4979,4
14577,4980,3
14577,4993,5
14577,5027,4
14577,5049,4
14577,5065,4
14577,5147,3
14577,5225,5
14577,5303,4
14577,5305,4
14577,5378,2
14577,5400,3
14577,5401,3
14577,5418,5
14577,5445,4
14577,5459,3
14577,5479,3
14577,5481,1
14577,5500,4
14577,5643,4
14577,5651,4
14577,5669,5
14577,5782,5
14577,5785,5
14577,5810,4
14577,5839,5
